name	description	GSM2522610	GSM2522611	GSM2522612	GSM2522613	GSM2522618	GSM2522666	GSM2522667	GSM2522668	GSM2522669	GSM2522670
Hs~MGC:BC000417.1~uORF:IOH3651	single-strand-selective monofunctional uracil-DNA glycosylase 1 (SMUG1)	1512.5	1052.0	1567.0	756.5	1863.0	1265.0	1670.5	826.0	1528.5	641.5
Hs~MGC:BC000419.2~uORF:IOH46092	catechol-O-methyltransferase (COMT)	715.5	443.0	711.0	452.5	333.5	558.5	562.0	407.5	946.5	229.0
Hs~MGC:BC000440.1~uORF:IOH3468	Cystathionine beta-synthase	1301.5	1414.0	2303.5	1036.0	1242.0	3279.5	2374.5	1416.5	3483.0	535.0
Hs~MGC:BC000442.1~N/A	Serine/threonine-protein kinase 12	497.0	544.0	608.5	1412.5	750.5	486.0	445.0	392.0	449.5	413.5
Hs~MGC:BC000448.1~uORF:IOH3504	THUMP domain containing 1 (THUMPD1)	564.5	435.5	1024.5	433.0	1499.0	640.0	2293.0	874.0	1115.5	327.0
Hs~MGC:BC000450.1~uORF:IOH3506	glyceronephosphate O-acyltransferase (GNPAT)	1016.5	1134.5	1031.0	501.0	887.5	527.0	672.0	421.5	1197.5	196.0
Hs~MGC:BC000452.1~uORF:IOH3518	peroxiredoxin 2 (PRDX2)	799.5	2155.5	1384.0	333.5	936.0	816.5	868.5	446.0	1345.0	115.0
Hs~MGC:BC000453.2~uORF:IOH3516	pericentriolar material 1 (PCM1)	1320.5	1104.5	676.5	1341.0	1355.0	4271.0	28831.5	759.0	1579.0	277.0
Hs~MGC:BC000463.1~uORF:IOH3592	splicing factor 3b, subunit 3, 130kDa (SF3B3)	1004.5	290.5	595.5	1073.5	940.0	630.5	1054.0	562.5	1036.5	147.5
Hs~MGC:BC000468.1~uORF:IOH3618	ubiquitin-conjugating enzyme E2 variant 1 (UBE2V1)	504.5	424.5	516.0	534.0	497.0	662.5	562.0	359.0	707.0	434.0
Hs~MGC:BC000478.2~uORF:IOH3690	heat shock 70kDa protein 9 (mortalin) (HSPA9)	598.0	2172.0	812.5	309.5	501.5	2135.0	16369.5	331.0	2047.5	202.0
Hs~MGC:BC000479.1~uORF:IOH3692	v-akt murine thymoma viral oncogene homolog 1 (AKT1)	197.0	261.5	208.5	235.0	247.0	67.0	315.0	239.5	371.5	105.0
Hs~MGC:BC000503.1~uORF:IOH3515	Rab9 effector protein with kelch motifs (RABEPK)	1662.0	937.0	1660.5	630.5	427.5	1378.5	860.5	3184.5	1556.0	423.5
Hs~MGC:BC000504.1~uORF:IOH3510	Succinyl-CoA ligase [GDP-forming] subunit alpha, mitochondrial	999.5	470.5	822.5	862.0	659.0	815.0	1698.0	572.5	1231.0	271.5
Hs~MGC:BC000507.1~uORF:IOH3546	39S ribosomal protein L28, mitochondrial	940.5	514.0	1628.5	740.5	1402.0	5936.5	2304.5	796.0	2123.0	256.0
Hs~MGC:BC000522.1~uORF:IOH3622	serpin peptidase inhibitor, clade F (alpha-2 antiplasmin, pigment epithelium derived factor), member 1 (SERPINF1)	1867.0	1090.0	1525.0	945.0	908.5	1323.0	5662.5	1628.0	1922.0	488.5
Hs~MGC:BC000525.1~uORF:IOH3627	glutamic-oxaloacetic transaminase 2, mitochondrial (aspartate aminotransferase 2) (GOT2)	3110.5	496.0	1238.0	879.0	2478.0	874.5	4702.0	1916.0	1526.0	385.0
Hs~MGC:BC000526.1~uORF:IOH3637	transmembrane protein 98 (TMEM98)	515.5	150.0	337.0	234.0	845.5	483.0	435.5	389.5	438.0	57.5
Hs~MGC:BC000535.1~uORF:IOH4145	Suppressor of SWI4 1 homolog	1791.5	957.0	1103.5	717.0	415.0	2180.0	5090.0	757.0	704.0	391.5
Hs~MGC:BC000552.1~uORF:IOH4161	chromosome 16 open reading frame 67 (C16orf67)	777.5	492.5	798.5	913.5	916.5	553.5	1071.5	461.0	358.0	203.5
Hs~MGC:BC000553.1~uORF:IOH4163	phospholipase D family, member 3 (PLD3)	1654.5	1730.0	3337.5	50778.0	1646.0	830.0	1435.5	1727.0	3118.0	404.0
Hs~MGC:BC000557.1~uORF:IOH4154	phosphatidylethanolamine N-methyltransferase (PEMT)	686.0	500.0	673.0	424.5	731.5	1333.5	962.5	514.0	1630.0	483.0
Hs~MGC:BC000566.1~uORF:IOH4164	RAB, member of RAS oncogene family-like 4 (RABL4)	1135.5	388.5	778.5	436.0	329.0	781.0	499.0	366.5	671.5	124.5
Hs~MGC:BC000574.1~uORF:IOH4174	Procollagen C-endopeptidase enhancer 1	543.5	370.0	790.0	618.0	519.5	184.5	692.5	319.5	784.0	351.0
Hs~MGC:BC000578.1~uORF:IOH4180	hypoxanthine phosphoribosyltransferase 1 (Lesch-Nyhan syndrome) (HPRT1)	507.5	443.0	725.0	515.0	910.0	684.5	1873.5	673.5	1972.5	403.0
Hs~MGC:BC000583.1~uORF:IOH22887	Thimet oligopeptidase	517.0	3275.5	1071.5	312.0	536.0	1048.5	1893.5	1207.0	1099.5	715.5
Hs~MGC:BC000594.2~uORF:IOH4296	lysyl oxidase-like 2 (LOXL2)	1161.5	863.5	1312.0	888.0	870.0	1227.5	2134.5	1829.5	2779.5	802.5
Hs~MGC:BC000601.1~uORF:IOH4258	HIG1 domain family, member 1A (HIGD1A)	810.0	736.5	1513.5	647.0	889.5	1001.5	1942.5	1348.5	1522.0	450.0
Hs~MGC:BC000607.1~uORF:IOH4250	Anaphase-promoting complex subunit 11	447.5	449.0	508.0	310.5	360.0	620.5	596.5	479.0	772.5	89.0
Hs~MGC:BC000623.1~uORF:IOH4257	transmembrane protein 103 (TMEM103)	410.5	584.5	563.0	287.5	84.5	643.0	790.5	356.0	846.5	214.5
Hs~MGC:BC000645.1~uORF:IOH4240	solute carrier family 39 (zinc transporter), member 7 (SLC39A7)	554.5	501.5	842.0	478.5	963.5	676.5	766.0	583.5	1161.5	431.0
Hs~MGC:BC000651.1~uORF:IOH4188	solute carrier family 1 (glutamate transporter), member 7 (SLC1A7)	445.5	626.0	744.5	9702.5	299.0	672.0	737.0	900.0	830.5	231.0
Hs~MGC:BC000682.1~uORF:IOH4327	Protein DGCR6L	603.5	455.5	1622.5	1151.5	2699.0	706.0	779.5	813.0	3891.5	249.0
Hs~MGC:BC000686.1~uORF:IOH4305	Mammalian ependymin-related protein 1	1391.5	1030.5	1627.0	723.0	1243.0	3636.5	1497.0	869.5	1880.0	346.5
Hs~MGC:BC000691.1~uORF:IOH4341	tubulin polymerization-promoting protein family member 3 (TPPP3)	2280.5	1267.0	1574.5	1572.0	2289.5	2751.5	3693.5	2414.0	4119.0	815.0
Hs~MGC:BC000702.1~uORF:IOH4311	Mitochondrial carrier homolog 1	378.5	326.5	643.5	271.0	318.5	482.0	823.0	380.0	683.5	290.5
Hs~MGC:BC000712.1~uORF:IOH4703	kinesin family member C1 (KIFC1)	7875.5	9073.5	3638.0	6737.0	4350.0	2693.0	7954.0	4247.5	5509.0	3701.0
Hs~MGC:BC000718.1~uORF:IOH4584	dynactin 2 (p50) (DCTN2)	676.5	498.5	634.5	401.5	1368.0	781.5	1097.0	1121.5	1789.5	446.0
Hs~MGC:BC000733.1~uORF:IOH4627	eukaryotic translation initiation factor 3, subunit G (EIF3S4)	905.5	720.5	889.0	742.5	718.0	1889.5	2851.5	717.0	2344.5	326.0
Hs~MGC:BC000742.1~uORF:IOH4675	glutathione peroxidase 1 (GPX1)	399.0	413.0	394.0	301.5	149.5	374.0	594.0	703.5	658.0	-7.5
Hs~MGC:BC000742.2~uORF:IOH46095	glutathione peroxidase 1 (GPX1)	484.5	280.0	572.5	267.0	482.0	248.0	442.0	490.5	590.0	144.5
Hs~MGC:BC000758.1~uORF:IOH3735	Coiled-coil domain-containing protein 28A	1756.0	1251.5	2732.5	1448.5	2780.0	2484.5	2109.5	1492.0	2474.5	632.0
Hs~MGC:BC000769.1~uORF:IOH3832	chromosome 7 open reading frame 25 (C7orf25)	1605.5	4085.5	1790.5	1908.5	2285.0	3200.5	2004.0	959.5	1478.0	425.5
Hs~MGC:BC000770.1~uORF:IOH4688	death inducer-obliterator 1 (DIDO1)	9962.5	6981.5	2341.0	4503.5	6755.0	3809.0	4602.0	3840.5	6032.0	1230.5
Hs~MGC:BC000772.1~uORF:IOH4704	Myosin light chain 2, lymphocyte-specific	493.5	593.5	813.5	469.5	531.0	740.0	665.0	426.5	1618.0	1180.0
Hs~MGC:BC000784.1~uORF:IOH4711	baculoviral IAP repeat-containing 5 (survivin) (BIRC5)	1607.0	348.0	466.0	313.0	284.0	584.5	569.5	456.5	1066.0	268.5
Hs~MGC:BC000788.1~uORF:IOH4609	chromosome 19 open reading frame 62 (HSPC142)	1383.5	343.5	4466.0	307.5	229.0	480.5	1074.0	736.5	870.5	65.5
Hs~MGC:BC000797.1~uORF:IOH3049	chromosome 2 open reading frame 33 (C2orf33)	519.0	1035.5	706.0	1639.5	334.0	636.5	921.5	636.0	1769.5	250.5
Hs~MGC:BC000807.1~uORF:IOH3072	zinc finger protein 160 (ZNF160)	753.0	376.5	695.5	395.0	411.5	551.0	1503.5	487.0	863.5	157.0
Hs~MGC:BC000809.1~uORF:IOH3070	Transcription elongation factor A protein-like 1	931.5	820.0	1010.0	611.0	579.5	3507.0	1088.0	715.0	1855.0	811.5
Hs~MGC:BC000819.1~uORF:IOH3103	cysteine conjugate-beta lyase 2 (CCBL2)	707.0	612.0	987.0	347.0	419.0	644.0	928.0	597.5	1141.0	155.5
Hs~MGC:BC000827.1~uORF:IOH3112	Condensin complex subunit 3	1636.5	355.0	600.5	927.5	459.0	890.5	892.5	698.0	6401.0	249.0
Hs~MGC:BC000850.1~uORF:IOH3242	F-box and WD repeat domain containing 5 (FBXW5)	657.5	378.5	553.0	383.5	324.5	530.5	908.0	692.0	879.5	280.5
Hs~MGC:BC000870.1~uORF:IOH3246	TIMELESS interacting protein (TIPIN)	362.0	152.5	453.0	327.5	1316.5	339.0	700.0	371.0	843.5	430.0
Hs~MGC:BC000876.1~uORF:IOH3233	zinc finger protein 174 (ZNF174)	1245.5	12440.5	1965.5	1645.5	1268.0	1743.5	1949.5	1434.5	3782.5	540.0
Hs~MGC:BC000877.1~uORF:IOH3268	arginine vasopressin-induced 1 (AVPI1)	2347.5	1289.0	1367.5	897.0	579.0	1207.5	10284.5	950.0	2224.0	484.0
Hs~MGC:BC000878.1~uORF:IOH3267	lactamase, beta 2 (LACTB2)	227.5	308.0	242.5	448.0	389.0	409.5	337.0	2599.5	1096.5	274.0
Hs~MGC:BC000879.1~uORF:IOH3208	kynureninase (L-kynurenine hydrolase) (KYNU)	1929.5	518.5	2178.0	635.5	869.5	1056.5	1428.0	882.5	1879.0	294.0
Hs~MGC:BC000884.1~uORF:IOH3230	signal peptidase complex subunit 1 homolog (S. cerevisiae) (SPCS1)	407.0	403.0	703.0	339.0	671.0	492.0	613.0	364.0	889.0	265.0
Hs~MGC:BC000896.1~uORF:IOH3226	RAB10, member RAS oncogene family (RAB10)	1479.5	4805.0	2564.5	995.0	3593.0	989.0	2372.0	1065.5	2381.5	441.5
Hs~MGC:BC000897.1~uORF:IOH3214	interferon induced transmembrane protein 1 (9-27) (IFITM1)	512.0	562.0	889.0	4404.5	513.0	346.5	868.0	551.5	956.5	177.0
Hs~MGC:BC000903.2~uORF:IOH2920	High mobility group protein B2	3655.0	1985.0	4918.5	1297.5	1716.5	2821.5	11124.5	2836.0	4373.5	606.5
Hs~MGC:BC000914.1~uORF:IOH2971	splicing factor, arginine/serine-rich 3 (SFRS3)	1117.0	1446.0	1088.5	961.5	906.0	974.0	1756.5	721.5	546.5	524.0
Hs~MGC:BC000921.2~uORF:IOH2975	methyltransferase like 5 (METTL5)	1076.0	642.5	1124.5	496.5	546.5	811.0	2246.5	501.0	1070.5	331.5
Hs~MGC:BC000924.2~uORF:IOH2992	ADP-ribosylation factor-like 17 (ARL17)	421.5	479.5	509.0	384.0	540.5	450.0	480.0	521.0	461.5	216.5
Hs~MGC:BC000931.2~uORF:IOH2988	ATP synthase, H+ transporting, mitochondrial F1 complex, gamma polypeptide 1 (ATP5C1)	382.5	268.0	483.0	269.5	1112.0	304.5	561.5	354.5	605.5	72.5
Hs~MGC:BC000934.2~uORF:IOH2996	eukaryotic translation initiation factor 2, subunit 2 beta, 38kDa (EIF2S2)	3223.0	1122.5	1983.5	1034.5	1058.5	1942.0	16533.0	976.0	3084.5	956.5
Hs~MGC:BC000942.2~uORF:IOH2983	tetratricopeptide repeat domain 1 (TTC1)	360.0	310.5	925.5	1882.0	358.5	582.0	1330.0	592.5	715.0	1080.0
Hs~MGC:BC000953.2~uORF:IOH3022	RIO kinase 2 (yeast) (RIOK2)	2033.5	874.0	1048.5	786.0	831.0	969.0	3967.5	563.0	1395.5	619.0
Hs~MGC:BC000954.1~uORF:IOH3033	chromobox homolog 3 (HP1 gamma homolog, Drosophila) (CBX3)	1442.0	972.5	1136.5	865.0	1243.5	8797.5	1337.0	991.0	2334.5	437.5
Hs~MGC:BC000961.2~uORF:IOH3037	degenerative spermatocyte homolog 1, lipid desaturase (Drosophila) (DEGS1)	432.5	407.0	615.0	333.5	298.5	638.0	831.5	754.0	669.5	107.0
Hs~MGC:BC000967.2~uORF:IOH61493	NudC domain-containing protein 1	792.0	498.0	988.0	546.0	444.0	2415.0	2548.0	610.0	1180.5	343.5
Hs~MGC:BC000974.2~uORF:IOH3026	WDR45-like (WDR45L)	1234.5	967.5	1552.0	1194.5	1953.5	1237.5	2205.5	960.0	2555.5	578.0
Hs~MGC:BC000977.2~uORF:IOH2923	aminolevulinate, delta-, dehydratase (ALAD)	412.0	572.5	433.0	862.5	847.5	1356.5	702.5	559.0	1166.0	130.5
Hs~MGC:BC000979.2~uORF:IOH2932	Probable ATP-dependent RNA helicase DDX49	1020.0	1080.5	1244.5	940.0	1012.0	1584.5	1730.0	1254.5	2581.0	741.5
Hs~MGC:BC000980.1~uORF:IOH2952	interleukin 17 receptor B (IL17RB)	386.5	303.0	359.5	250.0	248.5	366.0	448.5	321.5	727.0	207.0
Hs~MGC:BC000989.2~uORF:IOH2897	chromosome 14 open reading frame 124 (C14orf124)	650.0	977.0	641.5	310.0	518.5	641.0	836.5	389.5	783.5	112.5
Hs~MGC:BC000993.2~uORF:IOH3015	islet cell autoantigen 1, 69kDa-like (ICA1L)	383.5	502.0	688.5	359.5	748.5	543.5	524.5	700.5	914.5	99.0
Hs~MGC:BC001001.2~uORF:IOH2958	vacuolar protein sorting 8 homolog (S. cerevisiae) (VPS8)	352.5	427.5	518.0	525.0	422.0	650.0	804.0	343.0	70.0	329.0
Hs~MGC:BC001012.2~uORF:IOH4207	carbonic anhydrase XII (CA12)	863.5	558.0	964.0	468.0	645.5	590.5	861.5	584.5	1260.0	362.5
Hs~MGC:BC001017.1~uORF:IOH4237	PDZ and LIM domain protein 3	227.5	337.0	474.5	403.0	321.5	366.5	419.5	950.0	639.0	172.5
Hs~MGC:BC001028.1~uORF:IOH4227	Magnesium transporter MRS2 homolog, mitochondrial	139.5	191.0	204.0	240.0	156.5	201.5	190.0	172.0	53.0	101.0
Hs~MGC:BC001030.1~uORF:IOH4266	phosphatidylinositol glycan anchor biosynthesis, class O (PIGO)	957.5	660.5	1024.0	625.5	701.0	1060.0	1560.0	785.5	1734.5	495.5
Hs~MGC:BC001045.1~uORF:IOH4660	RUN and SH3 domain containing 1 (RUSC1)	780.0	495.5	834.0	1626.5	538.5	115.0	640.5	395.5	576.0	566.0
Hs~MGC:BC001048.1~uORF:IOH4605	PCTAIRE protein kinase 1 (PCTK1)	1242.0	684.0	1323.0	764.5	754.5	1133.5	1327.0	736.5	1369.0	349.0
Hs~MGC:BC001052.2~uORF:IOH3752	RecQ protein-like (DNA helicase Q1-like) (RECQL)	1824.0	1469.0	2439.0	1412.0	1392.5	2117.0	3069.0	1257.5	5985.5	808.5
Hs~MGC:BC001083.1~uORF:IOH3776	Protein MYLE	1308.0	548.5	1210.0	488.0	470.5	1048.5	1179.0	652.5	1805.5	397.0
Hs~MGC:BC001088.1~uORF:IOH3839	cell division cycle 20 homolog (S. cerevisiae) (CDC20)	4485.5	5562.5	6247.0	3648.5	2905.0	16232.0	4217.0	2450.5	4977.5	1428.5
Hs~MGC:BC001096.2~uORF:IOH62830	Protein NOXP20	367.5	249.0	2581.0	294.0	219.5	433.5	302.5	241.5	822.0	131.5
Hs~MGC:BC001105.1~uORF:IOH3794	dysbindin (dystrobrevin binding protein 1) domain containing 2 (DBNDD2)	665.0	406.0	1012.5	784.0	1226.0	629.5	848.0	872.5	1972.5	336.5
Hs~MGC:BC001108.1~uORF:IOH3845	PIH1 domain-containing protein 1	783.5	602.5	845.5	914.5	2405.0	697.5	945.5	679.5	1582.5	705.5
Hs~MGC:BC001116.1~uORF:IOH3881	adenylate kinase 1 (AK1)	1072.5	1212.0	1129.0	854.0	1292.0	1027.5	1115.0	798.5	2363.5	519.5
Hs~MGC:BC001120.1~uORF:IOH3920	lectin, galactoside-binding, soluble, 3 (LGALS3)	1097.5	1297.0	5037.5	3191.5	907.0	2529.0	2413.5	8347.5	3260.5	565.5
Hs~MGC:BC001121.2~uORF:IOH46072	deoxyguanosine kinase (DGUOK)	358.5	293.5	729.0	666.0	400.0	359.5	442.0	300.5	575.5	128.0
Hs~MGC:BC001132.1~uORF:IOH3853	DEAD (Asp-Glu-Ala-Asp) box polypeptide 54 (DDX54)	3748.0	1678.0	2389.0	1525.5	1682.5	3057.5	18486.0	1957.0	3741.5	1962.0
Hs~MGC:BC001135.1~uORF:IOH3862	transient receptor potential cation channel, subfamily M, member 8 (TRPM8)	1850.5	1537.0	1959.0	1174.5	1701.0	1807.5	2715.5	1768.0	3384.0	807.0
Hs~MGC:BC001149.1~uORF:IOH4457	UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast) (UTP14A)	1208.0	736.5	1163.0	598.5	744.0	3406.0	3093.5	1470.0	5521.5	400.5
Hs~MGC:BC001152.1~uORF:IOH4425	growth arrest-specific 7 (GAS7)	3182.0	2011.5	1662.5	859.5	3452.5	1225.5	2630.5	1120.0	3741.0	803.5
Hs~MGC:BC001172.1~uORF:IOH4467	Transcriptional adapter 2-alpha	532.0	267.5	571.0	252.0	208.0	503.0	1158.0	476.0	464.0	120.0
Hs~MGC:BC001184.1~uORF:IOH4545	zinc finger protein 574 (ZNF574)	760.5	885.5	1085.5	759.0	1123.0	1061.5	1443.5	982.0	4216.0	762.5
Hs~MGC:BC001213.1~uORF:IOH4785	Putative methyltransferase METT10D	639.5	469.5	847.0	390.0	2260.5	946.5	709.5	1309.0	683.0	267.0
Hs~MGC:BC001214.1~uORF:IOH4802	leucine carboxyl methyltransferase 1 (LCMT1)	312.0	151.5	364.5	263.0	125.5	234.0	250.0	363.0	167.5	34.5
Hs~MGC:BC001222.1~uORF:IOH4460	tripartite motif-containing 62 (TRIM62)	888.5	412.0	632.0	497.5	461.5	560.0	937.5	413.0	428.0	173.0
Hs~MGC:BC001234.1~uORF:IOH3198	loss of heterozygosity, 11, chromosomal region 2, gene A (LOH11CR2A)	2013.0	947.5	6773.0	3.0	1135.5	158.5	0.5	-2.0	0.5	-2.0
Hs~MGC:BC001244.1~uORF:IOH3256	ankyrin repeat and SOCS box-containing 9 (ASB9)	1730.5	832.0	1124.5	534.0	970.5	716.5	1407.5	849.0	2013.0	356.5
Hs~MGC:BC001250.1~uORF:IOH3221	breast carcinoma amplified sequence 3 (BCAS3)	4043.5	939.0	1693.0	1719.0	1033.5	1006.5	3363.0	2039.5	1997.5	1887.5
Hs~MGC:BC001256.1~uORF:IOH3240	chromosome 1 open reading frame 91 (C1orf91)	774.0	1153.5	767.0	562.5	752.5	587.0	816.5	636.0	1739.0	394.5
